2.758070945739746094e+01 2.770491027832031250e+01 2.441946792602539062e+01 1.128061199188232422e+01 -4.196298122406005859e+00 2.758059501647949219e+01 2.645054244995117188e+01 2.374184036254882812e+01 -1.036573767662048340e+00 2.833180236816406250e+01 2.771426963806152344e+01 3.043988800048828125e+01 6.871041774749755859e+00 -8.180288314819335938e+00 2.836706542968750000e+01 2.677814865112304688e+01 5.150649547576904297e-01 9.422622919082641602e-01 2.828159332275390625e+01 2.779849815368652344e+01 3.349311065673828125e+01 1.428689479827880859e+01 -5.169125556945800781e+00 2.807159614562988281e+01 2.586598014831542969e+01 -1.198917579650878906e+01 3.326026916503906250e+00 2.821048545837402344e+01 2.766946601867675781e+01 3.145959472656250000e+01 1.285460090637207031e+01 2.705268669128417969e+01 2.811901855468750000e+01 2.602433395385742188e+01 2.572733116149902344e+01 2.619862318038940430e+00 2.845071601867675781e+01 2.766537094116210938e+01 1.952671432495117188e+01 1.561371994018554688e+01 2.708846473693847656e+01 2.883470535278320312e+01 2.519994926452636719e+01 1.242700958251953125e+01 1.248713874816894531e+01 2.786542320251464844e+01 2.883093452453613281e+01 1.837147331237792969e+01 4.075920104980468750e+00 2.720468902587890625e+01 2.878913688659667969e+01 2.460487556457519531e+01 8.755310058593750000e+00 9.447005987167358398e-01
2.816683959960937500e+01 2.988276100158691406e+01 1.804591178894042969e+01 4.275019645690917969e+00 2.742989349365234375e+01 2.945560264587402344e+01 2.812486839294433594e+01 1.588348388671875000e+01 2.645013236999511719e+01 2.849082756042480469e+01 2.927670478820800781e+01 2.570384216308593750e+01 4.382453918457031250e+00 2.814167404174804688e+01 2.895069122314453125e+01 7.067393779754638672e+00 2.241336631774902344e+01 2.656346702575683594e+01 2.770632553100585938e+01 3.671895599365234375e+01 2.392734336853027344e+01 1.767085266113281250e+01 2.773652458190917969e+01 2.741325187683105469e+01 2.027488517761230469e+01 1.762272453308105469e+01 2.693544578552246094e+01 2.794910430908203125e+01 2.562013053894042969e+01 1.915301132202148438e+01 2.395889472961425781e+01 2.743700790405273438e+01 2.808891296386718750e+01 3.069452285766601562e+01 2.736164093017578125e+01 2.786612319946289062e+01 2.805291557312011719e+01 2.612282562255859375e+01 3.388728713989257812e+01 2.519139671325683594e+01 2.890587806701660156e+01 2.851301383972167969e+01 1.888509559631347656e+01 2.668356323242187500e+01 2.823943138122558594e+01 2.833701324462890625e+01 2.497234344482421875e+01 8.775491714477539062e+00 2.557707786560058594e+01 2.793244171142578125e+01 2.813122940063476562e+01 1.802109909057617188e+01 8.119207382202148438e+00 2.791529083251953125e+01
2.897006988525390625e+01 2.507388496398925781e+01 1.043025970458984375e+01 2.778156852722167969e+01 2.993840789794921875e+01 2.589271354675292969e+01 2.676776504516601562e+01 1.290683460235595703e+01 2.724835777282714844e+01 2.879994392395019531e+01 2.917542648315429688e+01 2.387731933593750000e+01 2.790783500671386719e+01 2.700053977966308594e+01 8.592326164245605469e+00 2.554578208923339844e+01 2.434207153320312500e+01 2.767387962341308594e+01 2.764995574951171875e+01 2.762345314025878906e+01 1.936660957336425781e+01 2.742665481567382812e+01 2.799234962463378906e+01 4.221584320068359375e+01 1.827442741394042969e+01 2.612880516052246094e+01 2.762670707702636719e+01 2.757715988159179688e+01 2.029233551025390625e+01 2.555833816528320312e+01 2.677140235900878906e+01 2.836246681213378906e+01 2.450031089782714844e+01 2.876223754882812500e+01 2.584539222717285156e+01 2.759700584411621094e+01 2.758495712280273438e+01 2.995149421691894531e+01 2.371016693115234375e+01 2.751368522644042969e+01 2.431167602539062500e+01 1.586229896545410156e+01 -2.258828639984130859e+00 2.733264732360839844e+01 2.646690559387207031e+01 1.677860450744628906e+01 3.337328910827636719e+00 2.753998184204101562e+01 2.771377182006835938e+01 2.322768211364746094e+01 8.002532005310058594e+00 -1.221203684806823730e+00 2.760129928588867188e+01 2.755036544799804688e+01
8.688028335571289062e+00 -3.730308532714843750e+00 2.824027442932128906e+01 2.842484855651855469e+01 2.383682060241699219e+01 2.787179470062255859e+00 -1.017514324188232422e+01 2.750848960876464844e+01 3.804715347290039062e+01 1.361824512481689453e+01 2.546594142913818359e+00 2.825419616699218750e+01 2.740520477294921875e+01 3.025616073608398438e+01 1.186578273773193359e+01 3.194945335388183594e+01 2.818889617919921875e+01 2.687833404541015625e+01 2.601363956928253174e-01 -4.406326413154602051e-01 2.491013717651367188e+01 2.700162506103515625e+01 2.461039924621582031e+01 7.554066658020019531e+00 2.838296508789062500e+01 2.813071250915527344e+01 2.475794219970703125e+01 1.541895198822021484e+01 1.111280345916748047e+01 2.818270111083984375e+01 2.757749557495117188e+01 1.822337341308593750e+01 1.608753013610839844e+01 2.777671813964843750e+01 2.812522697448730469e+01 2.413593482971191406e+01 1.102027320861816406e+01 1.040591716766357422e+01 2.824748039245605469e+01 2.787473487854003906e+01 1.737608528137207031e+01 1.652136802673339844e+01 2.783676338195800781e+01 2.858287239074707031e+01 2.285459327697753906e+01 5.581431388854980469e+00 2.668915748596191406e+01 2.838578796386718750e+01 2.694552040100097656e+01 1.792181968688964844e+01 3.309249877929687500e+00 2.802680015563964844e+01 2.914333152770996094e+01 2.850258064270019531e+01
8.231416702270507812e+00 2.758559799194335938e+01 2.861130142211914062e+01 2.895239067077636719e+01 2.406190490722656250e+01 3.777212381362915039e+00 2.787812423706054688e+01 3.003595352172851562e+01 1.184964656829833984e+01 2.334517478942871094e+01 2.719394874572753906e+01 2.781035804748535156e+01 4.022316360473632812e+01 2.817208480834960938e+01 2.526719093322753906e+01 2.783864212036132812e+01 2.885041046142578125e+01 1.044438648223876953e+01 2.355399322509765625e+01 2.694687461853027344e+01 2.771645927429199219e+01 4.247598266601562500e+01 3.217054367065429688e+01 2.575770759582519531e+01 2.797305107116699219e+01 2.757617187500000000e+01 3.337475204467773438e+01 2.872458457946777344e+01 2.747815513610839844e+01 2.793300819396972656e+01 2.468357849121093750e+01 2.959653282165527344e+01 2.666295051574707031e+01 2.788992118835449219e+01 2.812971687316894531e+01 1.709489440917968750e+01 2.599232673645019531e+01 2.774859046936035156e+01 2.851067543029785156e+01 2.467638778686523438e+01 9.725613594055175781e+00 2.641693305969238281e+01 2.970781898498535156e+01 2.829084205627441406e+01 1.495011901855468750e+01 2.391475868225097656e+01 2.751202774047851562e+01 2.950838661193847656e+01 2.681500053405761719e+01 1.420277881622314453e+01 2.678356552124023438e+01 2.775408172607421875e+01 3.391712188720703125e+01 1.870525932312011719e+01
2.575665855407714844e+01 2.743361473083496094e+01 2.737477684020996094e+01 2.868037605285644531e+01 1.383310413360595703e+01 2.782299613952636719e+01 2.676144409179687500e+01 1.694299888610839844e+01 2.658736038208007812e+01 2.529311752319335938e+01 2.768181228637695312e+01 3.096544647216796875e+01 3.454671859741210938e+01 2.002420806884765625e+01 2.732206344604492188e+01 2.764890289306640625e+01 5.916459560394287109e+00 2.479877281188964844e+01 2.639741897583007812e+01 2.786233329772949219e+01 4.045399093627929688e+01 2.576625633239746094e+01 2.342548751831054688e+01 2.724325942993164062e+01 2.382017326354980469e+01 2.232562828063964844e+01 1.316442728042602539e+00 2.837662315368652344e+01 2.610945701599121094e+01 1.776727867126464844e+01 -1.128613233566284180e+00 2.811758041381835938e+01 2.854301261901855469e+01 2.345980262756347656e+01 1.002231788635253906e+01 -1.096682786941528320e+00 2.878505516052246094e+01 2.786016845703125000e+01 1.619103240966796875e+01 1.973641991615295410e+00 2.834835815429687500e+01 2.840687370300292969e+01 2.280698204040527344e+01 5.500425815582275391e+00 -2.427716016769409180e+00 2.848328208923339844e+01 3.264727783203125000e+01 1.486778163909912109e+01 -3.587646484375000000e-01 2.856252098083496094e+01 2.869635200500488281e+01 2.181624031066894531e+01 4.756712436676025391e+00 2.785559844970703125e+01
2.863603782653808594e+01 2.863300323486328125e+01 1.585388088226318359e+01 -3.784495592117309570e+00 2.780708312988281250e+01 2.691988754272460938e+01 -1.670108079910278320e+00 8.681350708007812500e+00 2.835333251953125000e+01 2.797002792358398438e+01 3.709179687500000000e+01 1.415920448303222656e+01 4.553278923034667969e+00 2.808869552612304688e+01 2.559708976745605469e+01 1.184551906585693359e+01 7.119781494140625000e+00 2.858741569519042969e+01 2.794631958007812500e+01 2.247946357727050781e+01 1.251738643646240234e+01 7.936899185180664062e+00 2.769101905822753906e+01 2.625382804870605469e+01 2.295083427429199219e+01 1.935974502563476562e+01 2.915943336486816406e+01 2.783597373962402344e+01 2.274948120117187500e+01 2.668243408203125000e+01 2.727244567871093750e+01 2.850442886352539062e+01 2.714161872863769531e+01 1.577267360687255859e+01 1.909973144531250000e+01 2.862890434265136719e+01 2.887667655944824219e+01 2.198233032226562500e+01 5.307209491729736328e+00 2.740224838256835938e+01 2.803296470642089844e+01 2.773793601989746094e+01 1.376235389709472656e+01 4.094491481781005859e+00 2.859223937988281250e+01 3.206029891967773438e+01 2.139710998535156250e+01 4.398931980133056641e+00 2.788602447509765625e+01 3.218867111206054688e+01 2.589788818359375000e+01 2.066322326660156250e+01 7.215600490570068359e+00 2.831110191345214844e+01
3.181966590881347656e+01 2.770669937133789062e+01 1.784780883789062500e+01 2.781663322448730469e+01 2.819079780578613281e+01 8.845625877380371094e+00 2.432996177673339844e+01 2.627413749694824219e+01 2.777147293090820312e+01 2.852398490905761719e+01 2.691295051574707031e+01 2.062299919128417969e+01 2.781307792663574219e+01 2.722228813171386719e+01 4.473290252685546875e+01 1.955373191833496094e+01 2.755330467224121094e+01 2.763715362548828125e+01 2.706502723693847656e+01 1.820081710815429688e+01 2.918471145629882812e+01 2.725592422485351562e+01 2.792157936096191406e+01 2.285209465026855469e+01 3.084819602966308594e+01 2.772368240356445312e+01 2.774772453308105469e+01 2.739394187927246094e+01 3.451454925537109375e+01 2.502130508422851562e+01 2.938223648071289062e+01 2.860553359985351562e+01 2.300218582153320312e+01 2.405464935302734375e+01 2.843636512756347656e+01 2.819953727722167969e+01 2.722263908386230469e+01 1.202213764190673828e+01 2.551259422302246094e+01 2.775671195983886719e+01 2.716042518615722656e+01 2.236232757568359375e+01 1.145304584503173828e+01 2.810657119750976562e+01 2.740701866149902344e+01 2.893884277343750000e+01 1.301452255249023438e+01 2.707737159729003906e+01 2.673112487792968750e+01 2.441573905944824219e+01 2.588593101501464844e+01 1.494802093505859375e+01 2.769057273864746094e+01 3.218349075317382812e+01
2.553261756896972656e+01 2.357616996765136719e+01 2.721264648437500000e+01 2.584180831909179688e+01 2.524446487426757812e+01 2.714443016052246094e+01 3.261664581298828125e+01 2.776263236999511719e+01 2.565659713745117188e+01 -1.059483337402343750e+01 -8.044441223144531250e+00 2.452651786804199219e+01 2.701025199890136719e+01 1.284771919250488281e+01 -1.353861141204833984e+01 2.795701408386230469e+01 2.826028442382812500e+01 2.501922988891601562e+01 9.905741691589355469e+00 -3.931553602218627930e+00 2.745333290100097656e+01 2.729815483093261719e+01 1.646692848205566406e+01 -6.375571250915527344e+00 2.757085418701171875e+01 2.786598014831542969e+01 2.227868080139160156e+01 9.800945281982421875e+00 -2.712144374847412109e+00 2.721802139282226562e+01 2.588171768188476562e+01 1.522838592529296875e+01 -4.435333311557769775e-01 2.695026016235351562e+01 2.680837821960449219e+01 1.969861602783203125e+01 3.976005554199218750e+00 2.765326499938964844e+01 2.806510543823242188e+01 2.343608856201171875e+01 1.178565692901611328e+01 3.833495974540710449e-01 2.730299949645996094e+01 2.915526580810546875e+01 2.390018463134765625e+01 1.669917225837707520e+00 2.810177421569824219e+01 2.856521415710449219e+01 3.086323165893554688e+01 1.632269096374511719e+01 -1.715133666992187500e+00 2.732953071594238281e+01 3.647458648681640625e+01 8.486239433288574219e+00
1.250409889221191406e+01 2.794577217102050781e+01 2.726201057434082031e+01 3.964930343627929688e+01 2.078590965270996094e+01 1.089678382873535156e+01 2.794021415710449219e+01 2.731172180175781250e+01 1.030120849609375000e+00 1.517901039123535156e+01 2.780059242248535156e+01 2.760181808471679688e+01 3.776026916503906250e+01 2.196537399291992188e+01 2.780157470703125000e+01 2.822644996643066406e+01 2.667017745971679688e+01 2.480402374267578125e+01 1.732887649536132812e+01 2.772544670104980469e+01 2.821339797973632812e+01 2.074309730529785156e+01 2.369452857971191406e+01 2.730280494689941406e+01 2.792779159545898438e+01 2.655663871765136719e+01 1.232093429565429688e+01 1.938595962524414062e+01 2.770273971557617188e+01 2.848820877075195312e+01 2.011035537719726562e+01 5.654758930206298828e+00 2.645029640197753906e+01 2.956944465637207031e+01 2.598110389709472656e+01 9.600837707519531250e+00 2.512438774108886719e+01 2.788776206970214844e+01 2.961089706420898438e+01 2.285576629638671875e+01 7.775883674621582031e+00 2.657669067382812500e+01 2.846114158630371094e+01 3.256312179565429688e+01 1.308348274230957031e+01 2.675769042968750000e+01 2.728790855407714844e+01 2.760120964050292969e+01 2.657075691223144531e+01 1.086421585083007812e+01 2.757942199707031250e+01 2.764288902282714844e+01 1.580241584777832031e+01 2.567262840270996094e+01
